Reference_full;Reference_First Author;Reference_Authors;Reference_Publication Year;Reference_PMID ;Screening_PDF gedownload + in mendeley;Screening_Antwoorden overleg overeenstemming 7.11.16;Screening_Vragen Milou n.a.v. results EG;"Screening_AbstractScreening_EG (1=include; 0 = exclude)";Screening_Notes_EG;"Screening_AbstractScreening_MS (1=include; 0 = exclude)";Screening_Human (1) of Animal (2);Screening_Cognitive Measure;Screening_RDoC (sub)construct ;Screening_Subjects_background (bv military/civilian/animalstrain/etc) words;Screening_military population(1);Screening_PTSD Model?;Screening_Gender;Screening_Dark/light;Screening_Task?;Screening_Brain measures?;Screening_Fysiological measures?;Screening_Psychological measures?;Screening_Intervention?;Screening_Notes_abstract screening;MetaData_Onderwerp, tijdens checken overig.;inclusion;MetaData_FINAL incl/excl_comment;"To do? 081117 (0=checked and no; E&M = vraag Elbert & Marian)";subject;MetaData_QUALITY NOTES;MetaData_NOTES MS during data extraction;MetaData_Data from vehicl injected group?;Data_Subjects_n;Data_Subjects_n_ptsd;Data_Subjects_n_control;"Data_Subjects_gender_ptsd (M = male; F = female; - = not reported)";"Data_Subjects_gender_control (M = male; F = female; - = not reported)";Data_Subjects_m_Age_ptsd (- = not reported);Data_Subjects_sd_Age_ptsd (- = not reported);Data_Subjects_m_Age_control (- = not reported);Data_Subjects_sd_Age_control (- = not reported);Data_Subjects_trauma-type_OR_PTSD-model;Data_Subjects_FS_#Shocks;Data_Subjects_FS_Amperage(mA);Data_Subjects_PTSDtypeSHORT2;"MetaData_PTSD Model in Borghans etal.2015? (1=ja; - = na)";"MetaData_Good model according to Flandreau etal. 2017? (1=ja; - = na)";Data_Subjects_Controle Group;Data_Subjects_Controltype;Multiple Control groups? (HUMAN);Data_Subjects_Strain_or_Population;Data_Subjects_ptsd-measure;MetaData_Timing_TaakVoor(Pre)ofNa(Post)Trauma?;Data_Method_study-design;Data_Method_Experimental Groups (n);Data_Method_TimeTask-Trauma;Data_Method_Task;task;Data_Method_animal light dark testing?;Data_Method_Measure;measure;MetaData_KeyFinding;"MetaData_KeyFindingSHORT(+PTSDmore;-PTSDminder;0NoDiff)";Memory index nog berekenen!;Comparison;ID_Experimental_group;ID_Control_group;Data_Outcome1_VarName;Data_Outcome1_M;Data_Outcome1_SD;Data_Outcome1_SEM;Data_Outcome2_VarName;Data_Outcome2_M;Data_Outcome2_SD;Data_Outcome2_SEM;Data_Diff_outcome1&2_SUM;Data_Diff_outcome1&2_Statistic;Data_Outcome3_VarName;Data_Outcome3_M;Data_Outcome3_SD;Data_Outcome3_SEM;Data_Outcome4_VarName;Data_Outcome4_M;Data_Outcome4_SD;Data_Outcome4_SEM;Data_Diff_outcome3&4_SUM;Data_Diff_Outcome 3&4_Statistic;Data_Diff_Outcome1&2+3&4_SUM;Data_Diff_Outcome1&2+3&4_Statistic;Data_Outcome5_VarName;Data_Outcome5_M;Data_Outcome5_SD;Data_Outcome5_SEM;Data_Outcome6_VarName;Data_Outcome6_M;Data_Outcome6_SD;Data_Outcome6_SEM;Data_Diff_Outcome5-6_SUM;Data_Diff_Outcome5-6_Statistic;Data_Outcome7_VarName;Data_Outcome7_M;Data_Outcome7_SD;Data_Outcome7_SEM;Data_Outcome8_VarName;Data_Outcome8_M;Data_Outcome8_SD;Data_Outcome8_SEM;Data_Diff_Outcome7-8_SUM;Data_Diff_Outcome7-8_Statistic;Data_Diff_Outcome5&6+7&8_SUM;Data_Diff_Outcome5&6+7&8_Statistic;Data_Outcome9_VarName;Data_Outcome9_M;Data_Outcome9_SD;Data_Outcome9_SEM;Data_Outcome10_VarName;Data_Outcome10_M;Data_Outcome10_SD;Data_Outcome10_SEM;Data_Diff_Outcome 8-10 SUM;Data_Diff_Outcome 9-10 Statistic;Data_Outcome11_VarName;Data_Outcome11_M;Data_Outcome11_SD;Data_Outcome11_SEM;Data_Outcome12_VarName;Data_Outcome12_M;Data_Outcome12_SD;Data_Outcome12_SEM;Data_Diff_Outcome11-12 SUM;Data_Diff_Outcome11-12 Statistic;Data_Diff_General SUM
Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. (2009). Neuropsychological performance is related to current social and occupational functioning in veterans with posttraumatic stress disorder. Depression and Anxiety, 26(1), 7–15. Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1002/da.20476;Geuze;Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. ;2009;18800372;1;;;1;;1;1;intellegence, learning, memory;Cognitive system - Declarative Memory;ptsd veterans;1;;;;wechsler;;;;;;;1;;;2;;LET OP: zelfde subjects, wel iets afwijkende groepsgrotes;0;50;25;25;M;M;33,32;4,76;34,8;4,6;Deployment (bosnia, lebanon, combodia, afghanistan);;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;"Structured Clinical Interview for DSM-IV (SCID-IV) & Clinician-Administered PTSD scale (CAPS) [ score under 20 controle group; ptsd group caps score groter dan 50]";Post;between subjects;2;;Rey Auditory Verbal-Learning Test (AVLT);RAVLT;-;Total correct trials 1–5 & Total correctly recalled after delay &Total correct recognition & Total false positives;LD Recall;Controls better leren & memory performance (leren, recall & recognition) then PTSD (but no diff in false positives);-;;C;11;10;PTSD_AVLT_Total correctly recalled after delay;8,68;3,11;-;Control_AVLT_Total correctly recalled after delay;10,88;2,62;-;Control>PTSD;"F(1,48) = 7.35; p= .009";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. (2009). Neuropsychological performance is related to current social and occupational functioning in veterans with posttraumatic stress disorder. Depression and Anxiety, 26(1), 7–15. Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1002/da.20476;Geuze;Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. ;2009;18800372;1;;;1;;1;1;intellegence, learning, memory;Cognitive system - Declarative Memory;ptsd veterans;1;;;;wechsler;;;;;;;1;;;2;;LET OP: zelfde subjects, wel iets afwijkende groepsgrotes;0;50;25;25;M;M;33,32;4,76;34,8;4,6;Deployment (bosnia, lebanon, combodia, afghanistan);;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;"Structured Clinical Interview for DSM-IV (SCID-IV) & Clinician-Administered PTSD scale (CAPS) [ score under 20 controle group; ptsd group caps score groter dan 50]";Post;between subjects;2;;Rey Auditory Verbal-Learning Test (AVLT);RAVLT;-;Total correct trials 1–5 & Total correctly recalled after delay &Total correct recognition & Total false positives;Recognition FA;Controls better leren & memory performance (leren, recall & recognition) then PTSD (but no diff in false positives);0;;C;11;10;PTSD_AVLT_Total false positives;1,04;1,97;-;Control_AVLT_Total false positives;0,24;0,83;-;no diff;"F(1,48) = 2.19 ; p=.146  || NS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. (2009). Neuropsychological performance is related to current social and occupational functioning in veterans with posttraumatic stress disorder. Depression and Anxiety, 26(1), 7–15. Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1002/da.20476;Geuze;Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. ;2009;18800372;1;;;1;;1;1;intellegence, learning, memory;Cognitive system - Declarative Memory;ptsd veterans;1;;;;wechsler;;;;;;;1;;;2;;LET OP: zelfde subjects, wel iets afwijkende groepsgrotes;0;50;25;25;M;M;33,32;4,76;34,8;4,6;Deployment (bosnia, lebanon, combodia, afghanistan);;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;"Structured Clinical Interview for DSM-IV (SCID-IV) & Clinician-Administered PTSD scale (CAPS) [ score under 20 controle group; ptsd group caps score groter dan 50]";Post;between subjects;2;;Rey Auditory Verbal-Learning Test (AVLT);RAVLT;-;Total correct trials 1–5 & Total correctly recalled after delay &Total correct recognition & Total false positives;Recognition Hit;Controls better leren & memory performance (leren, recall & recognition) then PTSD (but no diff in false positives);-;;C;11;10;PTSD_AVLT_Total correct recognition;13,76;1,96;-;Control_AVLT_Total correct recognition;14,68;0,63;-;Control > PTSD;"F(1,48) = 4.54; p=.038";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. (2009). Neuropsychological performance is related to current social and occupational functioning in veterans with posttraumatic stress disorder. Depression and Anxiety, 26(1), 7–15. Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1002/da.20476;Geuze;Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. ;2009;18800372;1;;;1;;1;1;intellegence, learning, memory;Cognitive system - Declarative Memory;ptsd veterans;1;;;;wechsler;;;;;;;1;;;2;;LET OP: zelfde subjects, wel iets afwijkende groepsgrotes;0;50;25;25;M;M;33,32;4,76;34,8;4,6;Deployment (bosnia, lebanon, combodia, afghanistan);;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;"Structured Clinical Interview for DSM-IV (SCID-IV) & Clinician-Administered PTSD scale (CAPS) [ score under 20 controle group; ptsd group caps score groter dan 50]";Post;between subjects;2;;Rey Auditory Verbal-Learning Test (AVLT);RAVLT;-;Total correct trials 1–5 & Total correctly recalled after delay &Total correct recognition & Total false positives;Trial1-5;Controls better leren & memory performance (leren, recall & recognition) then PTSD (but no diff in false positives);-;;C;11;10;PTSD_AVLT_Total correct trials 1–5 [=leren];42;6,93;-;Control_AVLT_Total correct trials 1–5 [ = leren];50,68;6,81;-;control > ptsd;"F(1,48) = 20.25 ; p=.000";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. (2009). Neuropsychological performance is related to current social and occupational functioning in veterans with posttraumatic stress disorder. Depression and Anxiety, 26(1), 7–15. Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1002/da.20476;Geuze;Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. ;2009;18800372;1;;;1;;1;1;intellegence, learning, memory;Cognitive system - Declarative Memory;ptsd veterans;1;;;;wechsler;;;;;;;2;;;2;;LET OP: zelfde subjects, wel iets afwijkende groepsgrotes;-;50;25;25;M;M;33,32;4,76;34,8;4,6;Deployment (bosnia, lebanon, combodia, afghanistan);;;Deployment;-;-;combat controls;TraumaExp;;Veterans;"Structured Clinical Interview for DSM-IV (SCID-IV) & Clinician-Administered PTSD scale (CAPS) [ score under 20 controle group; ptsd group caps score groter dan 50]";;between subjects;2;;WAIS-III - subtests: vocabulary, similarities, pictures arrangement, block design subtests;WAIS;-;estimated total intelligence quotient;;no sig diff in IQ estimated toal IQ;;;;;;PTSD_IQ;97,84;10,68;-;Control_IQ;102,56;11,3;-;no sig dif between control & ptsd;"F(1,47)=2,642; p=.111 [NS]";-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. (2009). Neuropsychological performance is related to current social and occupational functioning in veterans with posttraumatic stress disorder. Depression and Anxiety, 26(1), 7–15. Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1002/da.20476;Geuze;Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. ;2009;18800372;1;;;1;;1;1;intellegence, learning, memory;Cognitive system - Declarative Memory;ptsd veterans;1;;;;wechsler;;;;;;;1;;;2;;LET OP: zelfde subjects, wel iets afwijkende groepsgrotes;0;49;24;25;M;M;33,32;4,76;34,8;4,6;Deployment (bosnia, lebanon, combodia, afghanistan);;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;"Structured Clinical Interview for DSM-IV (SCID-IV) & Clinician-Administered PTSD scale (CAPS) [ score under 20 controle group; ptsd group caps score groter dan 50]";Post;between subjects;2;;Wechsler Memory Scale-Revised (WMS-R) - Visual reproduction I & II (figural memory);WMS;-;Figural memory—reproduction & Figural memory—delayed recall & Figural memory—recognition ;FM Memory;Control better in delayed recall & recognition of figure then ptsd, no diff in figure reproduction scores;-;;C;11;10;PTSD_WMS-R_Figural memory—reproduction;36,21;3,15;-;Control_WMS-R_Figural memory—reproduction;37,16;2,48;-;no diff;F(1,47) = 2.91 p = .095  || NS;PTSD_WMS-R_Figural memory—delayed recall ;31,75;7,4;-;Control_WMS-R_Figural memory—delayed recall ;36,2;3,34;-;Control>PTSD;F(1,47) 5 7.07 p=.011 ;-;-;PTSD_WMS-R_Figural memory—recognition;3,54;0,66;-;Control_WMS-R_Figural memory—recognition;3,96;0,2;-;Control > ptsd;"F(1,47) = 6.98; p= .011";-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;
Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. (2009). Neuropsychological performance is related to current social and occupational functioning in veterans with posttraumatic stress disorder. Depression and Anxiety, 26(1), 7–15. Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1002/da.20476;Geuze;Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. ;2009;18800372;1;;;1;;1;1;intellegence, learning, memory;Cognitive system - Declarative Memory;ptsd veterans;1;;;;wechsler;;;;;;;1;;;2;;LET OP: zelfde subjects, wel iets afwijkende groepsgrotes;0;50;25;25;M;M;33,32;4,76;34,8;4,6;Deployment (bosnia, lebanon, combodia, afghanistan);;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;"Structured Clinical Interview for DSM-IV (SCID-IV) & Clinician-Administered PTSD scale (CAPS) [ score under 20 controle group; ptsd group caps score groter dan 50]";Post;between subjects;2;;Wechsler Memory Scale-Revised (WMS-R) - Logical memory I & II (logical memory);WMS;-;Logical memory—immediate recall & Logical memory—delayed recall ;LM_Delay;Controls beter then ptsd in logical memory;-;;C;11;10;PTSD_WMS-R_Logical memory—delayed recall ;23,04;8,84;;Control_WMS-R_Logical memory—delayed recall ;27,64;7,08;-;Control > ptsd;"F(1,48) = 4.50; p= .039 ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. (2009). Neuropsychological performance is related to current social and occupational functioning in veterans with posttraumatic stress disorder. Depression and Anxiety, 26(1), 7–15. Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1002/da.20476;Geuze;Geuze, E., Vermetten, E., de Kloet, C. S., Hijman, R., & Westenberg, H. G. M. ;2009;18800372;1;;;1;;1;1;intellegence, learning, memory;Cognitive system - Declarative Memory;ptsd veterans;1;;;;wechsler;;;;;;;1;;;2;;LET OP: zelfde subjects, wel iets afwijkende groepsgrotes;0;50;25;25;M;M;33,32;4,76;34,8;4,6;Deployment (bosnia, lebanon, combodia, afghanistan);;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;"Structured Clinical Interview for DSM-IV (SCID-IV) & Clinician-Administered PTSD scale (CAPS) [ score under 20 controle group; ptsd group caps score groter dan 50]";Post;between subjects;2;;Wechsler Memory Scale-Revised (WMS-R) - Logical memory I & II (logical memory);WMS;-;Logical memory—immediate recall & Logical memory—delayed recall ;LM_Immediate;Controls beter then ptsd in logical memory;-;;C;11;10;PTSD_WMS-R_Logical memory—immediate recall;25,48;7,08;-;Control_WMS-R_Logical memory—immediate recall;30,76;6,35;-;control> ptsd;"F(1,48) = 8.44; p = .006";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geuze, E., Vermetten, E., Ruf, M., de Kloet, C. S., & Westenberg, H. G. M. (2008). Neural correlates of associative learning and memory in veterans with posttraumatic stress disorder. Journal of Psychiatric Research, 42(8), 659–669. Comparative Study, Journal Article, Research Support, Non-U.S. Gov’t. http://doi.org/10.1016/j.jpsychires.2007.06.007;Geuze;Geuze, E., Vermetten, E., Ruf, M., de Kloet, C. S., & Westenberg, H. G. M. ;2008;17698081;1;;;1;;1;1;memory;Cognitive system - Declarative Memory;ptsd veterans;1;;;;12 word-pair associates;fmri;;;;;;1;;;2;;;0;24;12;12;M;M;34,82;5,78;34,69;3,7;Deployment (Lebanon, cambodia, Bosnia);;;Deployment;-;-;combat controls (die wel A1 criterium voldoen volgens CAPS = trauma experienced);TraumaExp;0;Veterans;Structured Clinical Interview for DSM-IV (SCID-IV) & Clinician-Administered PTSD scale (CAPS) [ alleen patienten met CAPS groter dan 50 were included);Post;between subjects;2;;"encoding & (20 na encoding) retrieval of 12 word-pairs [ encoding blocks: presentation of unrelated word-pairs die mensen moeten herinneren;; (fMRI studie, dus daarom ook control trials, voor het contrast --> control blocks: presentation of successive numbers of two figures (bv 31-23) --> moeten subjects silently repeaten. ] Ieder word-pair is 3x getoond in de zelfde volgorde. -- om lear strategie effecten zoveel mogelijk te beperken hebben mensen de instructie gekregen om zoveel mogelijk te leren door herhaling (herhalen..) verder geen specifieke strategieen, behalve het maken van visual images (om dat dit waarschijnlijk automatisch gebeurd en inhiberen ervan daarom erg moeilijk is & taak zou beinvloeden..) ----- Retrieval 20 min na encoding.. daar steeds 1 woord van het paar getoond en en dan moeten deelnemers in stilte de andere herhalen. zelfde voor controle bloks. 1 cijfer getoond en dan moeten ze andere cijfer herhalen. .. Direct na de 2de run, subject uit scanner en dan moten ze het scond word van de word pairs helrhaling in respons to het eeerste woords --> dan antwoorden wel recorded.";word-pairs;-;Number of recalled word-pairs;total;no sig diff, ptsd trend slechter retrieval dan control;0;;C;11;10;PTSD_number of recalled word-pairs;3,7;1,6;-;Control_numer of recalled word-pairs;6,2;4,2;-;ptsd trend iets slechter retrieval dan control.. NS;"two-tailed t-test; p=0.071";-;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. (2001). Multivariate assessment of explicit memory function in combat veterans with posttraumatic stress disorder. Journal of Traumatic Stress, 14(2), 413–432. Journal Article. http://doi.org/10.1023/A:1011181305501;Gilbertson;Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. ;2001;11469166;1;;;1;;1;1;memory, attention, visual spatial skills, and executive function;;ptsd veterans;1;;;;-;;;;;;;1;;;2;;note: leeftijd tussen groepen sig. Anders --> ptsd jonger & jonger tijdens deployment (resp p=.0154, p=.0066);0;32;19;13;M;M;"46,37 [tijdens testing; tijdens vietnam 19,58(2,22)]";2,81;"49,08 [tijdens testing; in vietnam 22,54(3,53)]";3,09;Deployment Vietnam;;;Deployment;-;-;combat controls;TraumaExp;0;Veterans ;Structured Clinical Interview for DSM-III-R (SCID), voor het verdelen in experimentele groupen.. Vervolgens ook nog een CAPS tijdens het onderzoek om het klachtenlevel in kaart te brengen voor beide groupen;Post;between subjects;2;;Rey-Osterreith Complex Figure  delayed recall;ROCF;-;delayed recall score op ROCF;DR;ptsd slechter delayed recall on WMS & no diff on Rey complex figure delayed reacall;-;;C;12;11;PTSD_ROCF_Delayed recall;18,89;6,67;-;Control_ROCF_Delayed recall;17,58;8,72;-;no diff;"t(29)=0.48; p=.6382";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. (2001). Multivariate assessment of explicit memory function in combat veterans with posttraumatic stress disorder. Journal of Traumatic Stress, 14(2), 413–432. Journal Article. http://doi.org/10.1023/A:1011181305501;Gilbertson;Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. ;2001;11469166;1;;;1;;1;1;memory, attention, visual spatial skills, and executive function;;ptsd veterans;1;;;;-;;;;;;;1;;;2;;note: leeftijd tussen groepen sig. Anders --> ptsd jonger & jonger tijdens deployment (resp p=.0154, p=.0066);0;32;19;13;M;M;"46,37 [tijdens testing; tijdens vietnam 19,58(2,22)]";2,81;"49,08 [tijdens testing; in vietnam 22,54(3,53)]";3,09;Deployment Vietnam;;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;Structured Clinical Interview for DSM-III-R (SCID), voor het verdelen in experimentele groupen.. Vervolgens ook nog een CAPS tijdens het onderzoek om het klachtenlevel in kaart te brengen voor beide groupen;Post;between subjects;2;; Rey-Osterreith Complex Figure  immediate recall;ROCF;-;Immediate recall score op ROCF;IR;ptsd slechter visual memory then control on WMS, no diff on Rey complex figule immediate recall;-;;C;12;11;PTSD_ROCF_Immediate recall;19,72;7,24;-;Control_ROCF_Immediate recall;18,92;8,06;-;no diff;"t(29)=0.29; p=.7744";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. (2001). Multivariate assessment of explicit memory function in combat veterans with posttraumatic stress disorder. Journal of Traumatic Stress, 14(2), 413–432. Journal Article. http://doi.org/10.1023/A:1011181305501;Gilbertson;Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. ;2001;11469166;1;;;1;;1;1;memory, attention, visual spatial skills, and executive function;;ptsd veterans;1;;;;-;;;;;;;2;;;2;;note: leeftijd tussen groepen sig. Anders --> ptsd jonger & jonger tijdens deployment (resp p=.0154, p=.0066);-;32;19;13;M;M;"46,37 [tijdens testing; tijdens vietnam 19,58(2,22)]";2,81;"49,08 [tijdens testing; in vietnam 22,54(3,53)]";3,09;Deployment Vietnam;;;Deployment;-;-;combat controls;TraumaExp;;Veterans;Structured Clinical Interview for DSM-III-R (SCID), voor het verdelen in experimentele groupen.. Vervolgens ook nog een CAPS tijdens het onderzoek om het klachtenlevel in kaart te brengen voor beide groupen;;between subjects;2;;"Rey-Osterreith Complex Figure (ROCF; Osterreith, 1944) ";ROCF;-;Copy score ;;PTSD worse then control in visuospatial construction;;;;;;PTSD_ROCF_Copy;33,5;3,43;-;Control_ROCF_Copy;35,46;0,97;-;PTSD worse then control;"t(20,6)=2,30; p=.0320";-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. (2001). Multivariate assessment of explicit memory function in combat veterans with posttraumatic stress disorder. Journal of Traumatic Stress, 14(2), 413–432. Journal Article. http://doi.org/10.1023/A:1011181305501;Gilbertson;Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. ;2001;11469166;1;;;1;;1;1;memory, attention, visual spatial skills, and executive function;;ptsd veterans;1;;;;-;;;;;;;2;executive function;;2;;note: leeftijd tussen groepen sig. Anders --> ptsd jonger & jonger tijdens deployment (resp p=.0154, p=.0066);-;32;19;13;M;M;"46,37 [tijdens testing; tijdens vietnam 19,58(2,22)]";2,81;"49,08 [tijdens testing; in vietnam 22,54(3,53)]";3,09;Deployment Vietnam;;;Deployment;-;-;combat controls;TraumaExp;;Veterans;Structured Clinical Interview for DSM-III-R (SCID), voor het verdelen in experimentele groupen.. Vervolgens ook nog een CAPS tijdens het onderzoek om het klachtenlevel in kaart te brengen voor beide groupen;;between subjects;2;;"Wisconsin Card Sorting Test (WCST; Heaton, 1981) ";WCST;-;Number of categories completed, Nonperseverative errors, SUM: Perseverative responses ;;PTSD worse performance then  control on executive functioning;;;;;;PTSD_WCST_numberCategoriesCompleted;4,05;2,17;-;Control_WCST_numberCategoriesCompleted;5,54;1,39;-;control more categories completed then ptsd = better performance;"t(30)=2,17; p=.0377";PTSD_WCST_NonperseverativeErrors;21,89;12,27;-;Control_WCST_NonperseverativeErrors;12,77;10.60;-;ptsd more errors then control;"t(30)=2,18; p=.0372";ptsd slechter performance then control;-;PTSD_PerseverativeResponses;29,89;25,89;-;Control_PerseverativeResponses;12,23;7,41;-;ptsd worse performance then control;"t(22,1)=2,81; p=.0102";-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;
Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. (2001). Multivariate assessment of explicit memory function in combat veterans with posttraumatic stress disorder. Journal of Traumatic Stress, 14(2), 413–432. Journal Article. http://doi.org/10.1023/A:1011181305501;Gilbertson;Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. ;2001;11469166;1;;;1;;1;1;memory, attention, visual spatial skills, and executive function;;ptsd veterans;1;;;;-;;;;;;;1;;;2;;note: leeftijd tussen groepen sig. Anders --> ptsd jonger & jonger tijdens deployment (resp p=.0154, p=.0066);0;32;19;13;M;M;"46,37 [tijdens testing; tijdens vietnam 19,58(2,22)]";2,81;"49,08 [tijdens testing; in vietnam 22,54(3,53)]";3,09;Deployment Vietnam;;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;Structured Clinical Interview for DSM-III-R (SCID), voor het verdelen in experimentele groupen.. Vervolgens ook nog een CAPS tijdens het onderzoek om het klachtenlevel in kaart te brengen voor beide groupen;Post;between subjects;2;;"Wechsler Memory Scale-Revised (WMS-R; Wechsler, 1987b) ";WMS;-;"SUM: General Memory Index ; NB sum van Verbal Memory Index, Visual Memory, Index Delayed Recall Index; welke ook los in de tabel staan!";General Memory;control higher then ptsd, ptsd normal;-;;C;12;11;PTSD_WMS-GeneralMemory;96,05;12,27;-;Control_WMS-GeneralMemory;113,46;10,67;-;PTSD worse then control;"t(30)=4,15; p=.0003";-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. (2001). Multivariate assessment of explicit memory function in combat veterans with posttraumatic stress disorder. Journal of Traumatic Stress, 14(2), 413–432. Journal Article. http://doi.org/10.1023/A:1011181305501;Gilbertson;Gilbertson, M. W., Gurvits, T. V, Lasko, N. B., Orr, S. P., & Pitman, R. K. ;2001;11469166;1;;;1;;1;1;memory, attention, visual spatial skills, and executive function;;ptsd veterans;1;;;;-;;;;;;;1;;;2;;note: leeftijd tussen groepen sig. Anders --> ptsd jonger & jonger tijdens deployment (resp p=.0154, p=.0066);0;32;19;13;M;M;"46,37 [tijdens testing; tijdens vietnam 19,58(2,22)]";2,81;"49,08 [tijdens testing; in vietnam 22,54(3,53)]";3,09;Deployment Vietnam;;;Deployment;-;-;combat controls;TraumaExp;0;Veterans;Structured Clinical Interview for DSM-III-R (SCID), voor het verdelen in experimentele groupen.. Vervolgens ook nog een CAPS tijdens het onderzoek om het klachtenlevel in kaart te brengen voor beide groupen;Post;between subjects;2;;"Wechsler Memory Scale-Revised (WMS-R; Wechsler, 1987b) ";WMS;-;Verbal Memory Index;Verbal Memory;ptsd slechter verbal memory then control;-;;C;12;11;PTSD_WMS-VerbalMemory;96,58;9,98;-;Control_WMS-VerbalMemory;110,23;9,98;-;PTSD worse then control;"t(30)=3,80; p=.0007";-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
